state,state_code,indicator,nfhs5_urban,nfhs5_rural,nfhs5_total,nfhs4_total
Andhra Pradesh,AP,"3. Sex ratio of the total population (females per 1,000 males)",1024.0,1055.0,1045.0,1021.0
Andhra Pradesh,AP,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",877.0,957.0,934.0,914.0
Andhra Pradesh,AP,5. Children under age 5 years whose birth was registered with the civil authority (%),93.8,91.6,92.2,82.7
Andhra Pradesh,AP,6. Deaths in the last 3 years registered with the civil authority (%),89.4,76.6,80.2,
Andhra Pradesh,AP,7. Population living in households with electricity (%),99.6,99.4,99.5,99.2
Andhra Pradesh,AP,8. Population living in households with an improved drinking-water source1 (%),99.4,95.4,96.7,95.6
Andhra Pradesh,AP,9. Population living in households that use an improved sanitation facility2 (%),89.1,72.1,77.3,54.4
Andhra Pradesh,AP,10. Households using clean fuel for cooking3 (%),96.6,77.9,83.6,62.0
Andhra Pradesh,AP,11. Households using iodized salt (%),89.3,80.4,83.1,81.6
Andhra Pradesh,AP,12. Households with any usual member covered under a health insurance/financing scheme (%),62.2,73.7,70.2,74.6
Andhra Pradesh,AP,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.2,9.8,9.9,
Andhra Pradesh,AP,14. Women who are literate4 (%),79.0,63.8,68.6,
Andhra Pradesh,AP,15. Men who are literate4 (%),86.4,76.3,79.5,
Andhra Pradesh,AP,16. Women with 10 or more years of schooling (%),51.2,34.3,39.6,34.3
Andhra Pradesh,AP,17. Men with 10 or more years of schooling (%),59.5,42.5,47.9,51.3
Andhra Pradesh,AP,18. Women who have ever used the internet (%),33.9,15.4,21.0,
Andhra Pradesh,AP,19. Men who have ever used the internet (%),65.1,41.5,48.8,
Andhra Pradesh,AP,20. Women age 20-24 years married before age 18 years (%),21.7,32.9,29.3,33.0
Andhra Pradesh,AP,21. Men age 25-29 years married before age 21 years (%),13.1,15.2,14.5,15.8
Andhra Pradesh,AP,22. Total fertility rate (children per woman),1.5,1.8,1.7,1.8
Andhra Pradesh,AP,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.3,14.1,12.6,11.8
Andhra Pradesh,AP,24. Adolescent fertility rate for women age 15-19 years5,40.0,80.0,67.0,83.0
Andhra Pradesh,AP,25. Neonatal mortality rate (NNMR),14.4,22.1,19.9,23.6
Andhra Pradesh,AP,26. Infant mortality rate (IMR),29.8,30.4,30.3,34.9
Andhra Pradesh,AP,27. Under-five mortality rate (U5MR),33.7,35.8,35.2,40.8
Andhra Pradesh,AP,28. Any method6 (%),70.8,71.2,71.1,69.5
Andhra Pradesh,AP,29. Any modern method6 (%),70.3,71.1,70.8,69.4
Andhra Pradesh,AP,30. Female sterilization (%),68.3,70.2,69.6,68.3
Andhra Pradesh,AP,31. Male sterilization (%),0.6,0.4,0.4,0.6
Andhra Pradesh,AP,32. IUD/PPIUD (%),0.2,0.1,0.2,0.2
Andhra Pradesh,AP,33. Pill (%),0.1,0.1,0.1,0.2
Andhra Pradesh,AP,34. Condom (%),0.9,0.3,0.5,0.2
Andhra Pradesh,AP,35. Injectables (%),0.0,0.0,0.0,0.0
Andhra Pradesh,AP,36. Total unmet need7 (%),5.2,4.4,4.7,4.7
Andhra Pradesh,AP,37. Unmet need for spacing7 (%),2.3,2.8,2.6,3.1
Andhra Pradesh,AP,38. Health worker ever talked to female non-users about family planning (%),18.6,18.6,18.6,19.7
Andhra Pradesh,AP,39. Current users ever told about side effects of current method8 (%),33.6,27.1,28.9,25.0
Andhra Pradesh,AP,40. Mothers who had an antenatal check-up in the first trimester (%),82.7,81.3,81.7,82.3
Andhra Pradesh,AP,41. Mothers who had at least 4 antenatal care visits (%),67.2,67.6,67.5,76.3
Andhra Pradesh,AP,42. Mothers whose last birth was protected against neonatal tetanus9 (%),92.5,92.9,92.8,94.9
Andhra Pradesh,AP,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),76.7,67.6,70.3,56.1
Andhra Pradesh,AP,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),45.6,39.3,41.1,30.6
Andhra Pradesh,AP,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.2,97.5,96.5,92.6
Andhra Pradesh,AP,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.2,90.1,90.7,79.7
Andhra Pradesh,AP,47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),2659.0,3248.0,3105.0,2322.0
Andhra Pradesh,AP,48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,14.2,17.2,9.3
Andhra Pradesh,AP,49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.9,92.1,92.3,
Andhra Pradesh,AP,50. Institutional births (%),98.6,95.7,96.5,91.5
Andhra Pradesh,AP,51. Institutional births in public facility (%),41.8,53.7,50.4,38.3
Andhra Pradesh,AP,52. Home births that were conducted by skilled health personnel10 (%),1.0,1.4,1.3,3.7
Andhra Pradesh,AP,53. Births attended by skilled health personnel10 (%),98.3,95.2,96.1,92.1
Andhra Pradesh,AP,54. Births delivered by caesarean section (%),50.5,39.3,42.4,40.1
Andhra Pradesh,AP,55. Births in a private health facility that were delivered by caesarean section (%),66.1,61.4,63.0,57.0
Andhra Pradesh,AP,56. Births in a public health facility that were delivered by caesarean section (%),30.9,25.2,26.6,25.5
Andhra Pradesh,AP,57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),69.3,74.7,73.0,65.3
Andhra Pradesh,AP,58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),89.1,87.5,88.0,79.9
Andhra Pradesh,AP,59. Children age 12-23 months who have received BCG (%),92.4,95.6,94.6,97.3
Andhra Pradesh,AP,60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),70.6,76.9,75.0,72.3
Andhra Pradesh,AP,61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),84.8,89.9,88.4,89.0
Andhra Pradesh,AP,62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.7,88.6,87.1,89.4
Andhra Pradesh,AP,63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.1,31.3,30.0,
Andhra Pradesh,AP,64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),72.0,77.0,75.5,
Andhra Pradesh,AP,65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.0,86.4,85.3,68.8
Andhra Pradesh,AP,66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.7,79.7,80.3,79.3
Andhra Pradesh,AP,67. Children age 12-23 months who received most of their vaccinations in a public health facility (%),86.4,97.4,94.2,91.6
Andhra Pradesh,AP,68. Children age 12-23 months who received most of their vaccinations in a private health facility (%),11.5,1.3,4.3,8.4
Andhra Pradesh,AP,69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,7.6,7.2,6.6
Andhra Pradesh,AP,70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),64.2,61.9,62.5,47.6
Andhra Pradesh,AP,71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),32.8,44.7,41.8,30.1
Andhra Pradesh,AP,72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),77.6,73.3,74.3,72.7
Andhra Pradesh,AP,73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0,2.5,2.4,0.5
Andhra Pradesh,AP,74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.2,70.6,70.2,77.3
Andhra Pradesh,AP,75. Children under age 3 years breastfed within one hour of birth15 (%),51.6,52.2,52.0,40.0
Andhra Pradesh,AP,76. Children under age 6 months exclusively breastfed16 (%),61.4,70.4,68.0,70.2
Andhra Pradesh,AP,77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),67.3,45.4,50.8,56.1
Andhra Pradesh,AP,"78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",15.2,5.8,8.2,6.5
Andhra Pradesh,AP,"79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",19.5,7.8,12.1,11.9
Andhra Pradesh,AP,"80. Total children age 6-23 months receiving an adequate diet16, 17  (%)",16.7,6.3,9.3,7.6
Andhra Pradesh,AP,81. Children under 5 years who are stunted (height-for-age)18 (%),23.1,34.2,31.2,31.4
Andhra Pradesh,AP,82. Children under 5 years who are wasted (weight-for-height)18 (%),17.6,15.5,16.1,17.2
Andhra Pradesh,AP,83. Children under 5 years who are severely wasted (weight-for-height)19 (%),6.4,5.8,6.0,4.5
Andhra Pradesh,AP,84. Children under 5 years who are underweight (weight-for-age)18 (%),25.1,31.4,29.6,31.9
Andhra Pradesh,AP,85. Children under 5 years who are overweight (weight-for-height)20 (%),3.0,2.6,2.7,1.2
Andhra Pradesh,AP,86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),11.9,16.2,14.8,17.6
Andhra Pradesh,AP,87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),15.0,17.2,16.5,14.8
Andhra Pradesh,AP,88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),44.4,32.6,36.3,33.2
Andhra Pradesh,AP,89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),37.7,28.0,31.1,33.5
Andhra Pradesh,AP,90. Women who have high risk waist-to-hip ratio (≥0.85) (%),52.7,47.2,48.9,
Andhra Pradesh,AP,91. Men who have high risk waist-to-hip ratio (≥0.90) (%),53.8,52.6,53.0,
Andhra Pradesh,AP,92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),58.7,65.0,63.2,58.6
Andhra Pradesh,AP,93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),57.8,59.5,59.0,60.2
Andhra Pradesh,AP,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),56.2,52.7,53.7,52.9
Andhra Pradesh,AP,95. All women age 15-49 years who are anaemic22 (%),57.8,59.3,58.8,60.0
Andhra Pradesh,AP,96. All women age 15-19 years who are anaemic22 (%),62.3,59.1,60.1,61.1
Andhra Pradesh,AP,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),13.8,17.3,16.2,27.0
Andhra Pradesh,AP,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),12.8,21.4,18.7,29.3
Andhra Pradesh,AP,99. Blood sugar level - high (141-160 mg/dl)23 (%),7.8,7.0,7.3,
Andhra Pradesh,AP,100. Blood sugar level - very high (>160 mg/dl)23 (%),13.2,9.2,10.4,
Andhra Pradesh,AP,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),23.2,17.9,19.5,
Andhra Pradesh,AP,102. Blood sugar level - high (141-160 mg/dl)23 (%),9.2,8.1,8.4,
Andhra Pradesh,AP,103. Blood sugar level - very high (>160 mg/dl)23 (%),13.7,10.4,11.4,
Andhra Pradesh,AP,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),24.9,20.5,21.8,
Andhra Pradesh,AP,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.4,13.2,13.6,
Andhra Pradesh,AP,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),6.2,5.8,5.9,
Andhra Pradesh,AP,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.5,24.3,25.3,
Andhra Pradesh,AP,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.2,16.9,17.6,
Andhra Pradesh,AP,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),7.4,6.9,7.1,
Andhra Pradesh,AP,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.2,27.6,29.0,
Andhra Pradesh,AP,111. Ever undergone a screening test for cervical cancer (%),4.3,4.8,4.7,
Andhra Pradesh,AP,112. Ever undergone a breast examination for breast cancer (%),0.7,0.8,0.8,
Andhra Pradesh,AP,113. Ever undergone an oral cavity examination for oral cancer (%),8.3,6.8,7.3,
Andhra Pradesh,AP,114. Ever undergone an oral cavity examination for oral cancer (%),7.3,5.9,6.3,
Andhra Pradesh,AP,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),29.1,22.6,24.6,29.0
Andhra Pradesh,AP,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),47.1,34.7,38.6,55.5
Andhra Pradesh,AP,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),70.8,59.7,63.0,57.5
Andhra Pradesh,AP,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),88.4,80.0,82.6,83.4
Andhra Pradesh,AP,119. Currently married women who usually participate in three household decisions25 (%),83.4,84.3,84.1,79.9
Andhra Pradesh,AP,120. Women who worked in the last 12 months and were paid in cash (%),36.5,44.5,42.1,42.1
Andhra Pradesh,AP,121. Women owning a house and/or land (alone or jointly with others) (%),41.4,50.6,47.8,44.7
Andhra Pradesh,AP,122. Women having a bank or savings account that they themselves use (%),86.7,79.6,81.8,66.3
Andhra Pradesh,AP,123. Women having a mobile phone that they themselves use (%),67.4,40.9,48.9,36.2
Andhra Pradesh,AP,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),90.6,82.5,85.1,67.5
Andhra Pradesh,AP,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),28.8,30.5,30.0,43.4
Andhra Pradesh,AP,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),3.5,3.9,3.8,4.9
Andhra Pradesh,AP,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),3.8,3.7,3.7,6.8
Andhra Pradesh,AP,128. Women age 15 years and above who use any kind of tobacco (%),1.9,4.7,3.8,
Andhra Pradesh,AP,129. Men age 15 years and above who use any kind of tobacco (%),15.8,25.6,22.6,
Andhra Pradesh,AP,130. Women age 15 years and above who consume alcohol (%),0.3,0.6,0.5,
Andhra Pradesh,AP,131. Men age 15 years and above who consume alcohol (%),20.5,24.5,23.3,
Arunachal Pradesh,AR,1. Female population age 6 years and above who ever attended school (%),83.2,69.0,71.2,67.1
Arunachal Pradesh,AR,2. Population below age 15 years (%),26.2,27.2,27.1,31.7
Arunachal Pradesh,AR,"3. Sex ratio of the total population (females per 1,000 males)",989.0,998.0,997.0,958.0
Arunachal Pradesh,AR,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",912.0,990.0,979.0,926.0
Arunachal Pradesh,AR,5. Children under age 5 years whose birth was registered with the civil authority (%),89.7,87.4,87.7,62.9
Arunachal Pradesh,AR,6. Deaths in the last 3 years registered with the civil authority (%),41.3,33.4,34.5,
Arunachal Pradesh,AR,7. Population living in households with electricity (%),99.5,94.0,94.8,88.3
Arunachal Pradesh,AR,8. Population living in households with an improved drinking-water source1 (%),98.1,92.9,93.7,86.2
Arunachal Pradesh,AR,9. Population living in households that use an improved sanitation facility2 (%),79.9,83.4,82.9,61.6
Arunachal Pradesh,AR,10. Households using clean fuel for cooking3 (%),90.2,46.3,53.2,45.0
Arunachal Pradesh,AR,11. Households using iodized salt (%),99.4,99.2,99.2,99.3
Arunachal Pradesh,AR,12. Households with any usual member covered under a health insurance/financing scheme (%),33.6,28.5,29.3,58.3
Arunachal Pradesh,AR,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.0,5.5,5.9,
Arunachal Pradesh,AR,14. Women who are literate4 (%),82.9,69.0,71.3,
Arunachal Pradesh,AR,15. Men who are literate4 (%),91.4,84.5,85.7,
Arunachal Pradesh,AR,16. Women with 10 or more years of schooling (%),55.4,36.2,39.4,31.0
Arunachal Pradesh,AR,17. Men with 10 or more years of schooling (%),64.1,45.0,48.2,44.7
Arunachal Pradesh,AR,18. Women who have ever used the internet (%),70.0,49.6,52.9,
Arunachal Pradesh,AR,19. Men who have ever used the internet (%),86.9,68.5,71.6,
Arunachal Pradesh,AR,20. Women age 20-24 years married before age 18 years (%),16.7,19.3,18.9,23.5
Arunachal Pradesh,AR,21. Men age 25-29 years married before age 21 years (%),17.7,21.5,20.8,22.6
Arunachal Pradesh,AR,22. Total fertility rate (children per woman),1.4,1.9,1.8,2.1
Arunachal Pradesh,AR,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.2,6.6,6.0,10.5
Arunachal Pradesh,AR,24. Adolescent fertility rate for women age 15-19 years5,27.0,40.0,38.0,56.0
Arunachal Pradesh,AR,25. Neonatal mortality rate (NNMR),12.5,6.9,7.7,11.8
Arunachal Pradesh,AR,26. Infant mortality rate (IMR),16.7,12.3,12.9,22.9
Arunachal Pradesh,AR,27. Under-five mortality rate (U5MR),22.2,18.3,18.8,32.9
Arunachal Pradesh,AR,28. Any method6 (%),57.0,59.5,59.1,31.7
Arunachal Pradesh,AR,29. Any modern method6 (%),44.8,47.6,47.2,26.6
